# accuracy_goal: 1e-06
#                  sigma                     qmin                     qmax                optimal_a              min_samples            best_integral      best_integral_qmin0          finite_integral            full_integral      rel_err_best-finite        rel_err_best-full   rel_err_bestqmin0_best   rel_err_bestqmin0_full
8.699999999999999956e-01 3.633808894378013580e-04 6.056237941826736915e+02 3.260000000000000142e+01 9.000000000000000000e+00 2.430629814613332329e-01 2.267129274988716192e-01 2.430629007743241587e-01 2.430631437271107420e-01 3.319593768407678968e-07 6.675869283221512843e-07 6.726673829211875233e-02 6.726736097265187397e-02
8.800000000000000044e-01 3.144143607676934448e-04 6.758686968246688593e+02 8.300000000000000711e+00 1.300000000000000000e+01 2.629781961625478059e-01 2.629589816865317564e-01 2.629779830166975030e-01 2.629782319007474833e-01 8.105083469646634883e-07 1.358979388487231258e-07 7.306490156382772032e-05 7.320078957330691382e-05
8.900000000000000133e-01 2.748671290559683684e-04 7.462217023058879022e+02 3.900000000000000355e+00 1.300000000000000000e+01 2.847809815662616928e-01 2.849827805864711960e-01 2.847809547080676906e-01 2.847812268238323341e-01 9.431176333297572391e-08 8.612139689707452472e-07 7.086112952474301783e-04 7.077494710125134189e-04
9.000000000000000222e-01 2.401007336618754550e-04 8.242319632488400885e+02 2.700000000000000178e+00 9.000000000000000000e+00 3.086696385829765243e-01 3.045695629692537487e-01 3.086692436664266181e-01 3.086695417050943635e-01 1.279416585907011884e-06 3.138563060860652970e-07 1.328305444145778426e-02 1.328274475412209894e-02
9.100000000000000311e-01 2.095635502728632855e-04 9.107637397885574728e+02 8.199999999999999289e+00 9.000000000000000000e+00 3.348626151277708796e-01 3.324583218877795732e-01 3.348625950963559084e-01 3.348629220967619946e-01 5.981980449454495680e-08 9.167004492254301795e-07 7.179939268747331446e-03 7.180849387343003591e-03
9.200000000000000400e-01 1.827641025294027743e-04 1.006781908597819211e+03 8.500000000000000000e+00 1.300000000000000000e+01 3.636061554895609893e-01 3.636036780319477635e-01 3.636057847708904500e-01 3.636061441686106455e-01 1.019562080875237695e-06 3.113520089085948223e-08 6.813574456378933698e-06 6.782439467630083857e-06
9.300000000000000488e-01 1.574351297568586726e-04 1.126304343075445331e+03 6.299999999999999822e+00 1.300000000000000000e+01 3.951717552480093487e-01 3.952008342423652953e-01 3.951716860893082495e-01 3.951720581506536489e-01 1.750092517600515702e-07 7.665082539432502405e-07 7.358571044050627732e-05 7.281914578250859151e-05
9.400000000000000577e-01 1.370738545510287963e-04 1.246120860046849430e+03 8.599999999999999645e+00 1.300000000000000000e+01 4.298652003771723518e-01 4.298764916012737247e-01 4.298646129389147585e-01 4.298650233883212213e-01 1.366565750962843768e-06 4.117312214318132444e-07 2.626689504399473934e-05 2.667863708032733300e-05
9.500000000000000666e-01 1.192516769437749075e-04 1.379221330822053233e+03 7.400000000000000355e+00 1.300000000000000000e+01 4.680243264562939931e-01 4.679869189892765791e-01 4.680243344290100915e-01 4.680247879939497535e-01 1.703483240492666740e-08 9.861393404794805255e-07 7.992633054065685053e-05 8.091239106263744619e-05
9.600000000000000755e-01 1.036650803439089933e-04 1.527129695908643498e+03 8.699999999999999289e+00 1.300000000000000000e+01 5.100311504759332815e-01 5.100560148443142872e-01 5.100303715259032478e-01 5.100308735782447256e-01 1.527262048538882305e-06 5.429037787717330591e-07 4.875068583125486435e-05 4.929361607695814971e-05
9.699999999999999734e-01 8.898613388294627884e-05 1.711678932074973090e+03 6.500000000000000000e+00 1.300000000000000000e+01 5.563071051361581087e-01 5.563315785836246974e-01 5.563070101355550579e-01 5.563075341514239769e-01 1.707700987405317606e-07 7.711836341072493542e-07 4.399269259845005597e-05 4.322147503789825076e-05
9.799999999999999822e-01 7.722876514127547927e-05 1.896828509356459563e+03 1.040000000000000036e+01 1.300000000000000000e+01 6.073288452458485143e-01 6.073312147243522530e-01 6.073287860267272409e-01 6.073293681654848841e-01 9.750751592198260757e-08 8.610149019294112912e-07 3.901475324755118541e-06 3.040457063597312960e-06
9.899999999999999911e-01 6.697268867845625748e-05 2.102801228870828254e+03 8.900000000000000355e+00 1.300000000000000000e+01 6.636275118500249981e-01 6.636721207578135662e-01 6.636270262499750494e-01 6.636276740227382565e-01 7.317363982186146737e-07 2.443730417016946704e-07 6.721979874554894483e-05 6.697540927714056816e-05
1.000000000000000000e+00 5.803358951602545756e-05 2.332016412654279520e+03 5.000000000000000000e+00 1.300000000000000000e+01 7.257969426870271024e-01 7.255748309874913149e-01 7.257969304441864722e-01 7.257976524291547271e-01 1.686813503424384394e-08 9.778787865313953399e-07 3.060245730899487700e-04 3.070021526215419364e-04
1.010000000000000009e+00 4.964454551864827390e-05 2.618670518150223415e+03 6.700000000000000178e+00 1.300000000000000000e+01 7.945058601077902294e-01 7.945147306099761275e-01 7.945058143922754113e-01 7.945065739881627120e-01 5.753955979932318068e-08 8.985204098428163937e-07 1.116480397601431851e-05 1.026627353436725844e-05
1.020000000000000018e+00 4.294892527475949011e-05 2.906482693041774382e+03 7.799999999999999822e+00 1.300000000000000000e+01 8.705034704897901543e-01 8.704492083172146177e-01 8.705021981114066110e-01 8.705030477179360737e-01 1.461660161575477283e-06 4.856638413718234088e-07 6.233424037356893942e-05 6.184860680568375233e-05
1.030000000000000027e+00 3.712783920093951919e-05 3.227113898719004283e+03 5.900000000000000355e+00 1.300000000000000000e+01 9.546269864142028494e-01 9.547427174335941791e-01 9.546265942845922892e-01 9.546275460889811493e-01 4.107675324655066619e-07 5.862755381329751663e-07 1.212316653921987291e-04 1.206453187789058816e-04
1.040000000000000036e+00 3.167941118875113168e-05 3.628750225220549964e+03 7.900000000000000355e+00 1.300000000000000000e+01 1.047824233538069638e+00 1.047773593834909978e+00 1.047823357828180590e+00 1.047824365132860036e+00 8.357419048787069662e-07 1.255885955479196339e-07 4.832843289820778159e-05 4.845401542425569109e-05
1.050000000000000044e+00 2.734204308095750268e-05 4.032270923502045662e+03 1.650000000000000355e+01 9.000000000000000000e+00 1.151155238157177685e+00 1.118509324307825903e+00 1.151154092275064267e+00 1.151155224648489961e+00 9.954202665895011173e-07 1.173489676694923172e-08 2.835926273646017029e-02 2.835925133435642301e-02
1.060000000000000053e+00 2.328972323434389387e-05 4.538257276738573637e+03 8.000000000000000000e+00 1.300000000000000000e+01 1.265813720121290675e+00 1.265773109648655304e+00 1.265813540957947847e+00 1.265814744089892141e+00 1.415400744510249664e-07 8.089403336835989788e-07 3.208250312809096308e-05 3.289141750894377286e-05
1.070000000000000062e+00 2.006917659806830567e-05 5.046879560642638353e+03 7.000000000000000000e+00 1.300000000000000000e+01 1.393146979919120065e+00 1.393097161064327461e+00 1.393146707882775726e+00 1.393148065010715753e+00 1.952675499289196494e-07 7.788774380409547520e-07 3.575994170801497440e-05 3.653879129344414804e-05
1.080000000000000071e+00 1.728092751607888871e-05 5.614496094090555744e+03 8.099999999999999645e+00 1.300000000000000000e+01 1.534669713020162751e+00 1.534641957578069871e+00 1.534669398523748951e+00 1.534670931726700438e+00 2.049277936360356477e-07 7.941158671165694245e-07 1.808561272657098566e-05 1.887971423161552477e-05
1.090000000000000080e+00 1.468268605872766491e-05 6.327380316903218045e+03 7.099999999999999645e+00 1.300000000000000000e+01 1.692091991828135189e+00 1.692006588891294738e+00 1.692090950702352714e+00 1.692092589023429516e+00 6.152894925906905583e-07 3.529329885381739345e-07 5.047180487402547265e-05 5.082472004939872040e-05
1.100000000000000089e+00 1.262296265856984137e-05 7.044433217824395797e+03 9.500000000000000000e+00 1.300000000000000000e+01 1.867342522330228682e+00 1.867435327789787936e+00 1.867340053249161080e+00 1.867341910317731557e+00 1.322245010117911885e-06 3.277452799317595161e-07 4.969921610495035412e-05 5.002697767356561174e-05
1.110000000000000098e+00 1.070702035156396127e-05 7.945896604488562843e+03 7.200000000000000178e+00 1.300000000000000000e+01 2.062597361223587278e+00 2.062466718391414489e+00 2.062595240910627403e+00 2.062597232883861320e+00 1.027983056403481490e-06 6.222238831294995845e-08 6.333898929032299682e-05 6.327677084311323957e-05
1.120000000000000107e+00 9.190671801101183628e-06 8.853087285172830889e+03 9.599999999999999645e+00 1.300000000000000000e+01 2.280322630409487239e+00 2.280399572932366947e+00 2.280318184597282194e+00 2.280320449990709264e+00 1.949645551693123354e-06 9.561896346559181048e-07 3.374194592187657456e-05 3.469816782023143803e-05
1.130000000000000115e+00 7.782666623663614513e-06 9.994712926551577766e+03 7.299999999999999822e+00 1.300000000000000000e+01 2.523297143979630341e+00 2.523109952979479598e+00 2.523293555584790404e+00 2.523295994712432488e+00 1.422107559382127380e-06 4.554626965133344867e-07 7.418507986558988548e-05 7.372965095761307454e-05
1.140000000000000124e+00 6.670130582011543437e-06 1.114416276215880498e+04 1.140000000000000036e+01 1.300000000000000000e+01 2.794677654858057192e+00 2.794478032605625994e+00 2.794672665736863681e+00 2.794675448700618681e+00 1.785225602510769536e-06 7.894145416910645696e-07 7.142943733928998264e-05 7.064007918503545597e-05
1.150000000000000133e+00 5.638897329281546414e-06 1.259206358855334838e+04 7.400000000000000355e+00 1.300000000000000000e+01 3.098031150861641159e+00 3.097774214061169484e+00 3.098025616044541852e+00 3.098028623598978903e+00 1.786562729062595713e-06 8.157647876472183458e-07 8.293551225274596313e-05 8.211981512096928860e-05
1.160000000000000142e+00 4.763040341691387764e-06 1.423450700297272851e+04 1.150000000000000000e+01 1.300000000000000000e+01 3.437401876831006398e+00 3.437216115987119291e+00 3.437398839074787826e+00 3.437402095685318404e+00 8.837369071169288230e-07 6.366852230671809374e-08 5.404106081956349658e-05 5.410472590115572908e-05
1.169999999999999929e+00 4.072629880264325685e-06 1.588962413324603585e+04 3.000000000000000444e+00 1.300000000000000000e+01 3.817389588557957847e+00 3.811903218102195456e+00 3.817382594766230763e+00 3.817386328839539988e+00 1.832090851116735493e-06 8.539136825717531325e-07 1.437204751699157866e-03 1.436352065265388261e-03
1.179999999999999938e+00 3.434399599496965688e-06 1.797735944660379027e+04 1.000000000000000000e+01 1.300000000000000000e+01 4.243188694233070102e+00 4.243197886731826074e+00 4.243188642617182538e+00 4.243192700694759623e+00 1.216441028467830791e-08 9.442092245456568246e-07 2.166412907459363800e-06 1.222201637366655610e-06
1.189999999999999947e+00 2.932104887332932544e-06 2.008221750599480947e+04 1.170000000000000107e+01 1.300000000000000000e+01 4.720746182563754445e+00 4.720581074408629618e+00 4.720737288363183737e+00 4.720741956096024872e+00 1.884070226198098436e-06 8.952973428500159025e-07 3.497501215690428409e-05 3.407974612708971533e-05
1.199999999999999956e+00 2.468571603419774679e-06 2.273977500039649021e+04 1.009999999999999964e+01 1.300000000000000000e+01 5.256764232414874449e+00 5.256697178653644720e+00 5.256760764699729194e+00 5.256765855777588925e+00 6.596676737777407350e-07 3.088139664222475760e-07 1.275571021737188792e-05 1.306452024465266787e-05
1.209999999999999964e+00 2.076577428235643736e-06 2.576029125696306437e+04 1.180000000000000071e+01 1.300000000000000000e+01 5.858923557101254787e+00 5.858842781019132140e+00 5.858918509029368948e+00 5.858924072359061874e+00 8.616047275718830101e-07 8.794410043963167448e-08 1.378684690718361205e-05 1.387478979515139449e-05
1.219999999999999973e+00 1.768794769993575245e-06 2.880810828628770469e+04 1.020000000000000107e+01 1.300000000000000000e+01 6.535941105796148953e+00 6.535772269587911687e+00 6.535932287454495615e+00 6.535938717275518783e+00 1.349209457121334120e-06 3.654441593610239918e-07 2.583196597159365202e-05 2.546653125237371634e-05
1.229999999999999982e+00 1.485514442324253409e-06 3.266140615330578294e+04 6.000000000000000000e+00 1.300000000000000000e+01 7.297749735225917966e+00 7.295868127776190981e+00 7.297742218052138519e+00 7.297749269239393932e+00 1.030068417715931292e-06 6.385345766787985360e-08 2.578339238799254264e-04 2.577700868858450833e-04
1.239999999999999991e+00 1.246567771237167464e-06 3.704603347309595847e+04 9.000000000000000000e+00 1.300000000000000000e+01 8.155691190202356111e+00 8.156185888839059928e+00 8.155683379888381879e+00 8.155691126871039032e+00 9.576529164303306871e-07 7.765291266464487212e-09 6.065686220416373396e-05 6.066462796644839998e-05
1.250000000000000000e+00 1.059387803972866981e-06 4.147389035312398482e+04 1.040000000000000036e+01 1.300000000000000000e+01 9.122693103443866747e+00 9.122377744846568604e+00 9.122692540775281245e+00 9.122701536527577204e+00 6.167790737077788451e-08 9.244064027186509445e-07 3.456858558347135308e-05 3.549296003076815782e-05
1.260000000000000009e+00 8.875594672425265103e-07 4.707937624703548499e+04 9.099999999999999645e+00 1.300000000000000000e+01 1.021355033959068592e+01 1.021421501344984151e+01 1.021354734653558261e+01 1.021355726442503098e+01 2.930475575004532429e-07 6.780041630722264695e-07 6.507765047959039888e-05 6.439960219360023363e-05
1.270000000000000018e+00 7.429897506449268669e-07 5.346505740481289831e+04 1.050000000000000000e+01 1.300000000000000000e+01 1.144515513918743466e+01 1.144462911657391757e+01 1.144513815105835874e+01 1.144514910560011778e+01 1.484309656353187120e-06 5.271741994104698503e-07 4.596028687422677343e-05 4.543313690389374273e-05
1.280000000000000027e+00 6.299998476809564455e-07 5.991884002869746473e+04 1.220000000000000107e+01 1.300000000000000000e+01 1.283679103865159554e+01 1.283720481030266036e+01 1.283678639044523884e+01 1.283679916964719325e+01 3.621004677748061764e-07 6.334130097584084343e-07 3.223326217735829547e-05 3.159982875063227509e-05
1.290000000000000036e+00 5.265450031422446171e-07 6.809976443120297336e+04 1.230000000000000071e+01 1.300000000000000000e+01 1.441063735325839978e+01 1.441110511649269732e+01 1.441061371311290173e+01 1.441062787640669818e+01 1.640467642022643461e-06 6.576293401567907562e-07 3.245957988053661645e-05 3.311723056706550268e-05
1.300000000000000044e+00 4.397203737227482256e-07 7.742978667635458987e+04 1.070000000000000107e+01 1.300000000000000000e+01 1.619196267904749220e+01 1.619117001608637096e+01 1.619196303427495209e+01 1.619197875978315793e+01 2.193850487058008880e-08 9.931297406136039644e-07 4.895410005773721422e-05 4.994718118057813052e-05
1.310000000000000053e+00 3.669144176443798148e-07 8.807440173550190229e+04 1.240000000000000036e+01 1.300000000000000000e+01 1.820989984168931741e+01 1.821070098550005412e+01 1.820989305403819003e+01 1.820991054527720721e+01 3.727452493674649387e-07 5.877891526803356379e-07 4.399495975824009201e-05 4.340714474579963536e-05
1.320000000000000062e+00 3.059152344290022810e-07 1.002234813550062536e+05 1.080000000000000071e+01 1.300000000000000000e+01 2.049777887355930162e+01 2.049665453873171117e+01 2.049774808310094798e+01 2.049776757290795004e+01 1.502138587556371777e-06 5.513113226296802788e-07 5.485154438077963831e-05 5.430026329842743872e-05
1.330000000000000071e+00 2.584186764429167264e-07 1.125198343470729160e+05 9.500000000000000000e+00 1.300000000000000000e+01 2.309385620653422322e+01 2.309536208277617320e+01 2.309381861346501452e+01 2.309384152494880382e+01 1.627841191528968611e-06 6.357359559922139623e-07 6.520679043302873477e-05 6.584256784332220619e-05
1.340000000000000080e+00 2.151195611651743420e-07 1.281391247745624132e+05 1.259999999999999964e+01 1.300000000000000000e+01 2.604214587230129041e+01 2.604340428653821604e+01 2.604211402383770135e+01 2.604213963823915634e+01 1.222959993182752455e-06 2.393836382366865539e-07 4.832221749683440152e-05 4.856161270261932414e-05
1.350000000000000089e+00 1.789315974058512286e-07 1.459854504884898488e+05 1.480000000000000071e+01 1.300000000000000000e+01 2.939325376212545038e+01 2.939176055123721198e+01 2.939324850793321886e+01 2.939327719418453810e+01 1.787550712572810773e-07 7.971911036977069524e-07 5.080114302154818765e-05 5.159829362702661985e-05
1.360000000000000098e+00 1.487120982586986322e-07 1.663839962913508061e+05 8.500000000000000000e+00 1.300000000000000000e+01 3.320549068462621989e+01 3.320278272104660999e+01 3.320548297527679438e+01 3.320551515763040840e+01 2.321709770416815558e-07 7.370162478230365662e-07 8.155168087498412561e-05 8.228863701789331832e-05
1.370000000000000107e+00 1.234976446885912431e-07 1.897084601417681552e+05 1.109999999999999964e+01 1.300000000000000000e+01 3.754598145469584125e+01 3.754394823021989680e+01 3.754593129679940944e+01 3.754596746376711280e+01 1.335907638974678441e-06 3.726346575553923313e-07 5.415291855928185236e-05 5.378030408098072215e-05
1.380000000000000115e+00 1.024767004893150339e-07 2.163884338486025808e+05 8.599999999999999645e+00 1.300000000000000000e+01 4.249204756001302741e+01 4.248877369941772741e+01 4.249196601650563565e+01 4.249200673133429262e+01 1.919033526480796684e-06 9.608555084943923262e-07 7.704643064508020459e-05 7.608564916707311141e-05
1.390000000000000124e+00 8.496628711101490759e-08 2.469179270775263722e+05 1.290000000000000036e+01 1.300000000000000000e+01 4.813285556723678127e+01 4.813539536039745315e+01 4.813285631808924592e+01 4.813290223105155263e+01 1.559958253227636084e-08 9.694785190255995566e-07 5.276630963903731336e-05 5.179677996420799647e-05
1.400000000000000133e+00 7.140167803959887265e-08 2.778799502914556651e+05 8.699999999999999289e+00 1.300000000000000000e+01 5.457174430292573675e+01 5.456792109384981870e+01 5.457167536099787952e+01 5.457172990371880417e+01 1.263328043369857802e-06 2.638583559287025373e-07 7.005839972230961299e-05 6.979455985187508094e-05
1.410000000000000142e+00 5.911023994039222187e-08 3.173186214012274286e+05 1.800000000000000355e+01 1.300000000000000000e+01 6.192763804183816490e+01 6.193263175600515069e+01 6.192753957008593346e+01 6.192760127348962840e+01 1.590112459094037825e-06 5.937311922371815001e-07 8.063789165690535483e-05 8.123167072637409473e-05
1.419999999999999929e+00 4.889616976187435991e-08 3.624952941405674792e+05 1.000000000000000000e+01 1.300000000000000000e+01 7.033824180220013034e+01 7.034188364331693322e+01 7.033819652011956691e+01 7.033826644184483712e+01 6.437765368418585214e-07 3.503021321566519787e-07 5.177611813278172820e-05 5.142579786334049646e-05
1.429999999999999938e+00 4.041528960123201729e-08 4.142635597887427430e+05 1.530000000000000071e+01 1.300000000000000000e+01 7.996312565428755192e+01 7.995866480098113982e+01 7.996307685202792470e+01 7.996315621939888274e+01 6.103099273872601980e-07 3.822399311872187673e-07 5.578637990838616022e-05 5.616859851579135936e-05
1.439999999999999947e+00 3.337922115282503107e-08 4.736065779624667484e+05 7.709999999999999432e+01 4.000000000000000000e+00 9.098686697643910293e+01 3.635316395118682209e+01 9.098684990627286595e+01 9.098694014540171793e+01 1.876113554273042881e-07 8.041699445884471185e-07 6.004570202356740438e-01 6.004573415361299515e-01
1.449999999999999956e+00 2.754655254080800234e-08 5.416571110654907534e+05 1.330000000000000071e+01 1.300000000000000000e+01 1.036237437344920522e+02 1.036281602479721187e+02 1.036235882342952976e+02 1.036236910044648027e+02 1.500625479239323517e-06 5.088607319267301415e-07 4.262067090900101843e-05 4.312955332891353822e-05
1.459999999999999964e+00 2.271536685177743302e-08 6.197207099243162666e+05 1.550000000000000000e+01 1.300000000000000000e+01 1.181217100631076278e+02 1.181158504358820096e+02 1.181216456555880825e+02 1.181217628899196654e+02 5.452643263460768796e-07 4.472233629538330255e-07 4.960669145822227573e-05 5.005389263590473024e-05
1.469999999999999973e+00 1.871692863158620786e-08 7.093025541889839806e+05 1.170000000000000107e+01 1.300000000000000000e+01 1.347695493137240703e+02 1.347646522599990533e+02 1.347693754239465136e+02 1.347695093775596717e+02 1.290276644895886564e-06 2.963293743741878816e-07 3.633649997313114605e-05 3.604018136632925661e-05
1.479999999999999982e+00 1.541035406699421216e-08 8.121385327562919119e+05 1.350000000000000000e+01 1.300000000000000000e+01 1.539021427450316821e+02 1.539076447643060135e+02 1.539018382467363892e+02 1.539019915538466989e+02 1.978522795840255399e-06 9.823861501512288996e-07 3.575011482099054670e-05 3.673253609155944323e-05
1.489999999999999991e+00 1.267811593794703136e-08 9.302312445850991644e+05 9.599999999999999645e+00 9.000000000000000000e+00 1.759086812533818431e+02 1.755198955197983821e+02 1.759086774556913610e+02 1.759088531973858380e+02 2.158898888341980359e-08 9.774607751092438224e-07 2.210156604058940467e-03 2.211131904492662486e-03
1.500000000000000000e+00 1.027026375252520954e-08 1.081666138857521815e+06 1.190000000000000036e+01 1.300000000000000000e+01 2.012435641492264722e+02 2.012376740651139073e+02 2.012433809596835772e+02 2.012435731905593173e+02 9.102885372994146265e-07 4.492731222035562396e-08 2.926843468244896921e-05 2.931336067971722153e-05
1.510000000000000009e+00 8.435971925610733885e-09 1.239924318513909588e+06 1.370000000000000107e+01 1.300000000000000000e+01 2.304344802970935007e+02 2.304410161706169902e+02 2.304341231448343592e+02 2.304343442578292525e+02 1.549910465807954373e-06 5.903601942946446617e-07 2.836326193485870015e-05 2.895363887369417055e-05
1.520000000000000018e+00 6.923972322677387210e-09 1.421859666328877443e+06 1.590000000000000036e+01 1.300000000000000000e+01 2.640969421105695574e+02 2.640886327152878721e+02 2.640966188691118646e+02 2.640968736103172887e+02 1.223951518489537979e-06 2.593754758708405890e-07 3.146342860042046773e-05 3.120406128539139531e-05
1.530000000000000027e+00 5.678622772311535661e-09 1.631086806860574987e+06 8.199999999999999289e+00 9.000000000000000000e+00 3.029494655959935585e+02 3.033256960075381699e+02 3.029491625395864958e+02 3.029494564902867069e+02 1.000354001715189188e-06 3.005685158551844455e-08 1.241891649501516330e-03 1.241921743680454888e-03
1.540000000000000036e+00 4.653707011727105731e-09 1.871782471460093744e+06 1.070000000000000107e+01 1.300000000000000000e+01 3.478310056963466650e+02 3.478380085290724537e+02 3.478303999855205575e+02 3.478307397177575240e+02 1.741397031808351804e-06 7.646782149180905630e-07 2.013285938028805516e-05 2.089755299036511819e-05
1.550000000000000044e+00 3.810870496445498458e-09 2.148774413093256298e+06 9.500000000000000000e+00 1.300000000000000000e+01 3.997207429437636392e+02 3.997124092333817771e+02 3.997202780031124121e+02 3.997206712656774812e+02 1.163165035183760034e-06 1.793204387731131439e-07 2.084883141287118460e-05 2.066951471271966890e-05
1.560000000000000053e+00 3.118309981425945714e-09 2.467644610132290516e+06 1.080000000000000071e+01 1.300000000000000000e+01 4.597648421686878919e+02 4.597715249086635936e+02 4.597647702414408855e+02 4.597652261825060691e+02 1.564435808525968747e-07 8.352389356753415474e-07 1.453512614009267676e-05 1.369987506411404883e-05
1.570000000000000062e+00 2.511752523713502242e-09 2.877651623053326737e+06 1.409999999999999964e+01 1.300000000000000000e+01 5.293061347333834874e+02 5.293123458563138684e+02 5.293051069291831254e+02 5.293056119160452226e+02 1.941799137977110874e-06 9.877419141130963524e-07 1.173446238916077182e-05 1.272221589389420917e-05
1.580000000000000071e+00 2.052084759775408798e-09 3.307190530335418880e+06 1.240000000000000036e+01 1.300000000000000000e+01 6.099123154913675080e+02 6.099071318314853443e+02 6.099122035735138070e+02 6.099127909749182663e+02 1.834983019609740191e-07 7.795926856990282933e-07 8.499024778648047286e-06 9.278610838569523053e-06
1.590000000000000080e+00 1.675275000692256171e-09 3.802192779963400681e+06 8.599999999999999645e+00 1.300000000000000000e+01 7.034277067968266692e+02 7.034349948418657732e+02 7.034276360415916542e+02 7.034283203629164518e+02 1.005863736220932644e-07 8.722510482177144486e-07 1.036075913513738331e-05 9.488499049736652823e-06
1.600000000000000089e+00 1.366627200247732944e-09 4.372825957161274739e+06 1.250000000000000000e+01 1.300000000000000000e+01 8.120133732381038953e+02 8.120104973446102576e+02 8.120119022714038692e+02 8.120127007295570820e+02 1.811508791818743696e-06 8.281995419642008912e-07 3.541682425954844567e-06 2.713485817210406849e-06
1.610000000000000098e+00 1.114007000397831727e-09 5.030864577203712426e+06 1.109999999999999964e+01 1.300000000000000000e+01 9.382033686454343524e+02 9.382046033891441539e+02 9.382017271545064432e+02 9.382026602112841829e+02 1.749614054631654382e-06 7.550971450134062005e-07 1.316072560668999301e-06 2.071170699445038606e-06
1.620000000000000107e+00 8.937244358330272269e-10 5.878567252207183279e+06 1.440000000000000036e+01 1.300000000000000000e+01 1.084978209423884664e+03 1.084976796533070910e+03 1.084978033900058108e+03 1.084979076364479624e+03 1.617763872370837343e-07 7.990389988582263868e-07 1.302229668284171767e-06 2.101267626610107865e-06
1.630000000000000115e+00 7.273993389636932881e-10 6.768198385669144802e+06 8.800000000000000711e+00 1.300000000000000000e+01 1.255848521969650392e+03 1.255840783968708365e+03 1.255846351819438951e+03 1.255847573935365290e+03 1.728037994693386660e-06 7.548959800362142508e-07 6.161571882802042661e-06 5.406680554111673482e-06
1.640000000000000124e+00 5.915866819462824839e-10 7.795154629346073605e+06 2.930000000000000426e+01 1.300000000000000000e+01 1.454935467396184549e+03 1.454890581518829322e+03 1.454932803110534223e+03 1.454934237997967330e+03 1.831208729798242095e-06 8.449854193487513141e-07 3.085076854683948877e-05 3.000580919594033483e-05
1.650000000000000133e+00 4.734712059178714657e-10 9.119540858377039433e+06 8.900000000000000355e+00 1.300000000000000000e+01 1.687098429843191298e+03 1.687074353898228082e+03 1.687097753710907000e+03 1.687099365178101607e+03 4.007665132683803891e-07 5.544041623242820090e-07 1.427062258925392851e-05 1.482501883988564810e-05
1.660000000000000142e+00 3.844812410093241210e-10 1.051092884476181120e+07 1.970000000000000284e+01 1.300000000000000000e+01 1.958072502094060610e+03 1.958040458244516685e+03 1.958070859160387499e+03 1.958072757188524974e+03 8.390573126731633286e-07 1.302783379360843287e-07 1.636499644913838247e-05 1.649527265506992921e-05
1.670000000000000151e+00 3.119860672054558552e-10 1.211872803522010148e+07 6.599999999999999645e+00 1.900000000000000000e+01 2.274613674226879539e+03 2.274617135344359667e+03 2.274612522380452901e+03 2.274614761250129504e+03 5.063923702626526263e-07 4.778933419776718935e-07 1.521628714073765923e-06 1.043734644919862694e-06
1.679999999999999938e+00 2.491019007260421012e-10 1.419441397758039273e+07 1.480000000000000071e+01 1.300000000000000000e+01 2.644705518660896360e+03 2.644668022703983752e+03 2.644705578800794683e+03 2.644708106076930108e+03 2.273973284799848316e-08 9.783370905101879452e-07 1.417774366485729624e-05 1.515606688475499792e-05
1.689999999999999947e+00 2.018262912576955575e-10 1.637741374275480025e+07 1.990000000000000213e+01 1.300000000000000000e+01 3.077783659206863376e+03 3.077709094656795969e+03 3.077783609773886383e+03 3.077786600217942578e+03 1.606122562891586497e-08 9.555604274166245126e-07 2.422670282375283466e-05 2.518224010109095667e-05
1.699999999999999956e+00 1.634026452569951364e-10 1.890248106680850685e+07 2.960000000000000142e+01 1.300000000000000000e+01 3.585005945640811206e+03 3.584729017157828821e+03 3.585004444776635864e+03 3.585007988457901320e+03 4.186505758808431951e-07 5.698221863636166777e-07 7.724631065650416830e-05 7.781608882620615780e-05
1.709999999999999964e+00 1.301591121044049508e-10 2.216585222627931088e+07 1.320000000000000107e+01 1.300000000000000000e+01 4.179581969727155411e+03 4.179663046246338126e+03 4.179575726024691903e+03 4.179579746426161364e+03 1.493860351573511675e-06 5.319436711184947870e-07 1.939823641932510238e-05 1.993019040921269297e-05
1.719999999999999973e+00 1.052206570576663253e-10 2.560149932294322178e+07 1.730000000000000071e+01 1.300000000000000000e+01 4.877143938678274026e+03 4.877260298664464244e+03 4.877143609127505442e+03 4.877148388015177261e+03 6.757044594025923486e-08 9.122824546755186439e-07 2.385822269206032596e-05 2.294591847194684536e-05
1.729999999999999982e+00 8.499829426095369343e-11 2.957943537971182540e+07 1.180000000000000071e+01 1.300000000000000000e+01 5.696270331915270617e+03 5.696125079458986875e+03 5.696259342341872980e+03 5.696265031021259347e+03 1.929261421780561215e-06 9.305911825384386447e-07 2.549957214458674094e-05 2.456900469172529814e-05
1.739999999999999991e+00 6.754701627987958303e-11 3.472592982416546345e+07 1.340000000000000036e+01 1.300000000000000000e+01 6.658936188990037408e+03 6.659098803222694187e+03 6.658936108308157600e+03 6.658942594481988635e+03 1.211633187283307161e-08 9.619383048196408398e-07 2.442045216256119757e-05 2.345849036677319957e-05
1.750000000000000000e+00 5.448347220770575926e-11 4.014962757592938095e+07 1.750000000000000355e+01 1.300000000000000000e+01 7.791318863374120156e+03 7.791533312619777462e+03 7.791315440675171885e+03 7.791323185182163797e+03 4.392966726006164194e-07 5.546950037781997041e-07 2.752412645635663970e-05 2.696941618508301116e-05
